Gene	FDR
cg13409645	3.44607845635206e-57
cg13412498	2.40209946088997e-83
cg13418576	3.76186395509306e-46
cg13422275	1.45112115850272e-22
cg13434638	1.61612603475155e-61
cg13442386	7.12644097907857e-56
cg13445796	2.32992178587803e-43
cg13446474	1.13395859498653e-58
cg13453904	2.10611492332871e-37
cg13471114	5.88253112647457e-40
cg13475583	7.31166628097072e-87
cg13476133	3.85250328829016e-50
cg13480357	5.53611805418929e-37
cg13481132	2.95972123084462e-36
cg13488570	8.18443822108934e-97
cg13491584	7.66210504678356e-67
cg13495205	6.5260508791875e-43
cg13498289	9.41989147442169e-46
cg13498757	8.13776439675486e-46
cg13500072	2.34253966658005e-23
cg13501616	4.37756322590936e-42
cg13516820	3.12618570191125e-74
cg13526469	7.93064600849814e-64
cg13527872	1.96004555420998e-41
cg13530938	1.47087333864826e-44
cg13533340	8.73782730853295e-50
cg13538517	4.59069659166986e-07
cg13539545	7.08025173766214e-49
cg13540960	2.55040957122464e-26
cg13544946	3.21166416940619e-46
cg13545212	3.45707952038592e-42
cg13546240	1.54363607368192e-53
cg13547712	1.11844637666092e-25
cg13564825	5.58104581351709e-47
cg13570656	2.25503543441117e-51
cg13575161	5.21856985231751e-40
cg13592399	1.13382743750972e-73
cg13593391	1.23380495332702e-13
cg13594075	2.52473471163506e-41
cg13598010	1.43257445968391e-34
cg13601435	1.17575422529805e-42
cg13603508	6.1182476448674e-49
cg13604337	1.8568450559806e-63
cg13605398	1.76681219571359e-07
cg13608273	1.90218424951068e-25
cg13615337	6.07597822427983e-30
cg13620034	1.09131972355129e-31
cg13631572	1.51423575282153e-74
cg13634242	5.67024353298829e-16
cg13634602	6.62289898160837e-38
cg13643914	2.77620689589343e-37
cg13656752	2.19579472392076e-75
cg13661740	5.72967392007688e-40
cg13670833	1.41320410493773e-29
cg13680362	1.3486776367379e-30
cg13686615	2.19628763710528e-07
cg13691247	1.85492952572776e-56
cg13692426	4.32357050707252e-12
cg13692446	1.90836762968357e-40
cg13699355	5.43140084654362e-46
cg13703049	1.94866738533755e-79
cg13703871	1.0334113646358e-49
cg13722431	9.87001506584061e-12
cg13724496	1.59926979842147e-35
cg13726345	1.26786359809202e-54
cg13742526	8.89208710611206e-29
cg13755070	1.76845466650682e-80
cg13759674	1.28327554093683e-52
cg13763287	2.08829909979617e-70
cg13765939	2.50240406764352e-42
cg13767940	3.59581099901455e-45
cg13775050	5.77017620246116e-29
cg13776285	7.79949515902281e-36
cg13782274	6.38971213338839e-39
cg13786863	2.31283714497522e-24
cg13791254	1.07272991935467e-47
cg13794530	6.0257507298319e-17
cg13800209	1.7921069935708e-60
cg13804575	7.51110758904883e-55
cg13817083	3.62714770560772e-05
cg13818451	3.25396019936882e-21
cg13829089	2.11034514256237e-11
cg13834146	1.77470682027426e-25
cg13845094	3.23778639859364e-35
cg13849378	2.58769958690272e-60
cg13849454	1.89956723513029e-39
cg13864794	8.56132149842242e-65
cg13865610	1.89879447637981e-96
cg13868084	2.99976540702447e-50
cg13874287	1.56337018132685e-28
cg13877915	3.96023263522482e-21
cg13878677	2.96446147591953e-31
cg13879483	2.65161607070769e-77
cg13900773	1.38892571701813e-26
cg13906377	1.53079667872522e-51
cg13909949	1.29417241806514e-21
cg13911707	1.13656547602008e-39
cg13912117	6.95020182713724e-35
cg13930892	2.07254973412348e-29
cg13933262	5.47648495321683e-33
cg13933373	1.8463564048208e-70
cg13941436	0.00369607226052032
cg13943068	2.81504468589821e-33
cg13944468	2.34186424835062e-11
cg13944838	0.914797908716874
cg13945749	2.39959231189531e-14
cg13954457	2.72684686641724e-12
cg13958426	2.91790126642475e-49
cg13974773	1.75920533284463e-42
cg13980808	5.42803411565948e-41
cg13985135	5.07229310112135e-102
cg13986130	3.10339197367607e-66
cg13990351	1.55353111369109e-14
cg13990926	4.54564608589163e-46
cg13996209	5.45091872661344e-13
cg14000361	4.26750818647032e-56
cg14014720	3.36963899258002e-46
cg14015656	3.72670418067194e-37
cg14018024	5.34283347452974e-07
cg14018731	8.51952307259294e-75
cg14027288	6.63966966341763e-11
cg14029489	1.31382494317958e-32
cg14029686	9.80030723055251e-17
cg14038391	1.82709583773556e-57
cg14044640	9.22171196375294e-35
cg14045872	1.56892579880576e-75
cg14055896	6.01262708209669e-47
cg14060111	3.69895232265286e-55
cg14065127	1.28964934837009e-35
cg14069049	2.8814261037743e-16
cg14069088	1.04549036748753e-43
cg14072016	1.45750831316716e-24
cg14072515	2.67212484228718e-49
cg14074945	4.21234755139986e-44
cg14074970	2.90652734129527e-37
cg14081667	2.04060445842673e-56
cg14085017	2.42409093308432e-07
cg14087921	0.000219115028403077
cg14088921	2.17831960993602e-48
cg14089881	6.78796631835892e-33
cg14094521	4.40019283899625e-39
cg14100946	3.98806587383888e-65
cg14103680	1.01312064861494e-24
cg14106234	0.0905532667403618
cg14108567	9.34361658714776e-10
cg14115325	6.18263483352658e-21
cg14115936	2.59866229864974e-31
cg14117138	1.82424514424577e-76
cg14118515	1.59938745284838e-18
cg14120049	5.25914243170218e-26
cg14123923	3.03753928286161e-81
cg14123942	4.18486026152856e-37
cg14137381	4.35800983095437e-51
cg14142965	8.64802242835405e-44
cg14145801	2.56608832640023e-73
cg14147498	4.61896984077897e-20
cg14149680	3.76437728310728e-53
cg14156405	2.74352641573493e-58
cg14159026	1.24380329472883e-49
cg14168530	9.12039462143894e-37
cg14169333	4.98629155170653e-74
cg14181111	1.15141295507232e-81
cg14182974	2.37228427087476e-28
cg14186641	3.61386764870278e-34
cg14189142	3.11648105362158e-20
cg14189678	1.39649529397915e-10
cg14192291	9.22393221286666e-29
cg14192401	1.24755939828553e-39
cg14192957	1.42426638010889e-61
cg14193007	6.49733679631424e-27
cg14197503	2.91736564800163e-18
cg14200170	1.83094780455452e-70
cg14206882	0.000460513368103698
cg14215310	1.04715241562354e-27
cg14218275	7.92485582441163e-32
cg14219854	5.88605435302377e-68
cg14223646	3.26163302719637e-15
cg14233855	1.01113120854948e-07
cg14234656	4.18615424201005e-21
cg14249876	7.67359223136299e-35
cg14250833	1.55722780698884e-43
cg14262681	8.3023099563908e-30
cg14263942	9.73153139398798e-25
cg14273822	4.81615175436795e-12
cg14278853	7.60566106060566e-42
cg14284618	2.11290712019214e-38
cg14287235	8.51886660887908e-78
cg14288086	1.72835736415331e-20
cg14299508	8.76265081580936e-16
cg14302214	0.0119366456714954
cg14305313	1.38504536438417e-53
cg14306956	2.17140677590345e-71
cg14315558	9.70648138719189e-37
cg14326671	1.1448601388382e-26
cg14328457	1.21719699949389e-74
cg14335894	1.40870746349343e-72
cg14348397	1.923371019014e-64
cg14348741	7.12572740417672e-29
cg14359824	3.57505946638746e-25
cg14363114	6.50478999319721e-29
cg14367020	9.74209412901814e-39
cg14369648	2.37801769601802e-29
cg14380111	8.26526525204077e-53
cg14380270	2.26854739314309e-59
cg14383422	2.55690518409423e-44
cg14394550	1.76983412729224e-08
cg14399930	1.31788012425666e-10
cg14409023	6.77477100502694e-41
cg14409958	4.67047582345582e-58
cg14416311	6.40387648549205e-73
cg14416371	4.88566603234856e-71
cg14419740	2.87722963564075e-31
cg14419975	5.28176541300379e-39
cg14421860	3.43406024269552e-46
cg14425468	7.29192248923544e-19
cg14443606	5.23131661508462e-32
cg14447606	4.81457194491586e-40
cg14449180	1.80483379852526e-20
cg14450725	1.30452581737233e-77
cg14453201	9.9289055215338e-65
cg14458834	4.68129048843165e-15
cg14462553	0.00141356600023279
cg14464551	5.66121805676092e-11
cg14468692	1.31307945586426e-10
cg14470895	2.48069979191595e-55
cg14473102	1.63377203842684e-32
cg14479889	1.55827337288218e-28
cg14482902	1.73032824954182e-61
cg14487131	2.06445954327994e-39
cg14488317	6.15132448650152e-21
cg14491820	2.79738392979563e-30
cg14492599	1.39200310079531e-14
cg14498592	1.51512188841309e-27
cg14500486	5.48646021880775e-25
cg14501061	8.40586812466871e-22
cg14509902	8.89330559708024e-15
cg14511739	7.82473650894e-19
cg14511923	0.32982262845683
cg14515424	3.30979466421716e-44
cg14515517	6.02211606018436e-15
cg14515791	9.66160795433187e-13
cg14517743	1.1541469161756e-17
cg14523847	2.94055963664293e-34
cg14528056	1.9302802580735e-35
cg14534279	3.91375516528648e-63
cg14537533	9.72857858213265e-07
cg14543255	3.96359491819781e-50
cg14544666	3.27860906966093e-25
cg14557064	1.47331050608816e-13
cg14562712	3.32653667678803e-50
cg14584961	5.25731676889857e-05
cg14595003	1.35503339429864e-35
cg14597214	4.25138890505723e-90
cg14598327	7.8584377168025e-39
cg14601210	1.18259045915488e-05
cg14602220	7.18262446594954e-26
cg14603098	1.31623964147439e-52
cg14603420	1.52179281091905e-15
cg14613540	1.16348350787708e-09
cg14614314	5.21351341322449e-55
cg14623024	3.65634037460273e-09
cg14625175	2.45582607893991e-79
cg14627172	1.80495568559127e-29
cg14639847	1.18422428607138e-25
cg14650610	1.60495777009162e-31
cg14654886	6.31513819155373e-29
cg14657277	1.46290944408036e-78
cg14659662	7.60641936877298e-31
cg14659678	3.57558868324166e-93
cg14666113	5.4917749692097e-21
cg14668747	5.38872875979825e-18
cg14669379	2.62445905611226e-73
cg14671764	1.31743588986089e-60
cg14672084	2.28579605051832e-10
cg14684457	2.04984534750651e-66
cg14696870	5.98028556812809e-25
cg14699728	2.14134005407357e-40
cg14701491	1.94765628969065e-33
cg14701643	8.08732122687137e-40
cg14703002	5.15860656540197e-79
cg14705695	5.8615961122168e-15
cg14708893	4.74219824398107e-35
cg14709691	1.05257240047201e-34
cg14715697	2.45973328686053e-27
cg14732324	3.53298013283263e-47
cg14736058	8.79069834055116e-68
cg14763548	3.379706905306e-41
cg14766621	9.1564904566576e-22
cg14768785	6.59713603638067e-56
cg14776321	5.34556933604574e-56
cg14779473	1.28364820678256e-12
cg14780632	6.33412137976772e-48
cg14781922	1.0472913606457e-52
cg14794076	1.87492830797185e-15
cg14796305	1.48685941032742e-49
cg14802502	1.33448099518529e-07
cg14815891	0.603763135621212
cg14817655	3.2784973473084e-46
cg14819504	3.10942990399289e-17
cg14823201	1.76597764755889e-14
cg14826683	4.03904618312184e-15
cg14834903	1.96708057449414e-05
cg14834938	8.70797475656862e-48
cg14841828	2.39902588299652e-21
cg14842771	7.7781692337114e-92
cg14850784	7.87732422761281e-32
cg14852134	3.78332119516554e-66
cg14855657	6.84498303389032e-61
cg14859874	0.0133971114513365
cg14861089	6.2065320517142e-47
cg14862207	1.06001156096737e-59
cg14866200	6.64138489672325e-81
cg14875171	1.46347838598727e-50
cg14891195	5.6884942999956e-48
cg14904662	7.31735496433185e-62
cg14913695	1.13374178616017e-62
cg14923157	1.24730217055653e-34
cg14931854	6.72340350252154e-44
cg14947478	1.88151623861757e-64
cg14950169	1.59326694947541e-87
cg14958969	3.31599242292052e-38
cg14964336	9.17706587432348e-26
cg14972139	5.81678273811537e-15
cg14979301	1.27523244558048e-46
cg14981819	1.02920023501973e-36
cg14982203	3.26862677215387e-43
cg14982276	8.34787729324411e-49
cg14985989	2.14410761945165e-37
cg14986386	1.27507724842781e-100
cg14991984	1.42273707170024e-59
cg15006175	1.45158403066105e-74
cg15012484	3.84304674796255e-32
cg15017004	4.82149282789835e-75
cg15023858	2.06782053341218e-86
cg15031661	4.57898647060114e-36
cg15036529	1.50287797229541e-12
cg15042080	2.03141530290942e-55
cg15044957	1.72296925489542e-41
cg15054077	7.08149309963005e-66
cg15057061	8.19968720355122e-50
cg15058464	2.41497146684424e-39
cg15070677	1.32253973125271e-20
cg15077193	1.63383397028927e-18
cg15079315	8.77325805988559e-62
cg15106134	4.56361382213758e-65
cg15108640	3.10217313855725e-49
cg15110403	1.40578267256742e-59
cg15114672	4.0422646794607e-46
cg15115728	5.17171043815021e-05
cg15131808	3.02550814076512e-38
cg15133351	1.10945032296209e-14
cg15140703	5.39733407853668e-56
cg15146859	1.17043144898142e-49
cg15165122	1.67517009937606e-57
cg15167871	1.58665594132414e-22
cg15173134	7.47804575354633e-58
cg15184602	5.54382848523072e-53
cg15200418	4.62726706315439e-68
cg15205547	6.61383921376176e-92
cg15209921	6.40257423221267e-21
cg15219228	8.89150615298921e-58
cg15221604	4.32713049185071e-22
cg15229124	4.61608601875066e-34
cg15233062	3.234131026533e-22
cg15237265	4.17436056631034e-20
cg15241920	2.80421534488353e-74
cg15244965	1.67107803342431e-26
cg15247111	1.61648364798561e-66
cg15258447	5.10810410207766e-09
cg15264162	3.91090206256224e-15
cg15285250	2.71897379772293e-49
cg15304699	4.3564879647082e-53
cg15313956	1.45348870266588e-32
cg15316843	1.89383164710584e-45
cg15341350	2.12807196151295e-42
cg15344419	1.29480325600113e-69
cg15352367	0.00493775731166301
cg15356461	2.82918670941642e-13
cg15384383	7.95547073297917e-12
cg15384598	2.30657138521402e-50
cg15387132	6.3059068904672e-12
cg15393937	1.20671405496027e-51
cg15410675	8.74606171443115e-06
cg15415452	9.47882347837034e-44
cg15424739	2.03181681315209e-45
cg15425061	6.32567813916804e-71
cg15425541	5.40604766689219e-50
cg15447787	2.63154206562746e-28
cg15449956	1.59637846609554e-30
cg15454726	3.91067561753064e-68
cg15457058	1.93822603286518e-52
cg15462970	7.42986401494396e-14
cg15469871	5.68053155410159e-10
cg15471815	5.86156679754304e-12
cg15497761	7.85219484502874e-48
cg15506703	4.61528388223866e-07
cg15517113	9.60007072042201e-08
cg15530916	7.15210671068203e-27
cg15531403	7.31461725627776e-58
cg15544654	4.08624781545103e-44
cg15549700	3.93260103855527e-06
cg15552843	2.71644545751575e-26
cg15556502	6.45051961476875e-71
cg15562220	1.06072240359616e-24
cg15576730	1.93081801590155e-29
cg15576900	3.49469007963544e-30
cg15578535	5.26160438562052e-29
cg15593298	4.71853648728041e-84
cg15594205	2.13297392641327e-56
cg15602298	2.3736639395792e-12
cg15603568	6.36263997084097e-62
cg15610027	2.52585798008974e-37
cg15613420	1.08460205170404e-51
cg15617814	5.98978817070048e-09
cg15627089	5.74821419314811e-81
cg15628518	2.7636450867481e-17
cg15638709	3.42891925709827e-35
cg15644639	8.20268671274641e-94
cg15644756	4.77227990034901e-19
cg15659132	8.38574895045586e-42
cg15659713	6.7309259278194e-78
cg15672437	4.0656922055853e-36
cg15673034	5.0701150671383e-16
cg15680288	4.8980911250526e-32
cg15684724	1.31534632552145e-84
cg15689733	0.0106991244963247
cg15690342	6.02937688002691e-84
cg15690347	2.52867949767438e-17
cg15702677	5.89721394193891e-30
cg15712559	7.3750381614761e-48
cg15715477	4.1563533703698e-35
cg15716680	4.7693416118649e-59
cg15720535	7.78516688104492e-43
cg15720832	5.24671975292828e-51
cg15731035	0.0354429729799488
cg15732840	4.06860563811456e-73
cg15732851	4.49395646669789e-07
cg15741433	5.43313666905583e-86
cg15742848	3.09865589427946e-26
cg15753394	7.13223082475125e-16
cg15778054	4.85995654667095e-13
cg15778437	3.34200458428774e-49
cg15779837	4.65785271571892e-31
cg15788369	2.84449130414544e-20
cg15790037	3.89350376347016e-42
cg15799109	1.79748072202849e-59
cg15811515	7.21498373892584e-37
cg15818671	1.06057693433747e-19
cg15825786	1.68150073376466e-20
cg15836635	2.6069225585582e-28
cg15844835	0.00211588904868841
cg15848890	1.20306941319163e-10
cg15848986	1.61482022249634e-19
cg15862215	3.27975214617064e-41
cg15866977	2.79109134142761e-55
cg15873301	8.16152112175202e-73
cg15885337	2.10068902311995e-27
cg15892785	4.4729411737732e-11
cg15902390	1.20111156425627e-19
cg15912086	3.23168124375381e-12
cg15922174	5.61138005346504e-16
cg15928106	5.73078593520903e-68
cg15936446	6.11199094853583e-64
cg15959715	1.4471023702126e-42
cg15963070	5.69782092394492e-14
cg15963552	1.44191920082259e-31
cg15975865	3.01148805449338e-54
cg15986276	9.02453279376621e-47
cg15992563	1.00959238219693e-26
cg15994026	3.12084105552395e-78
cg15996480	1.29792279488193e-36
cg15999188	2.89610830352595e-21
cg16002355	2.81233575757664e-59
cg16003102	8.33114235847307e-76
cg16005540	8.37444549576793e-32
cg16006841	0.217097399440383
cg16007456	1.74928752537766e-37
cg16024950	4.32001331008355e-43
cg16038120	4.73589114653106e-69
cg16043651	8.51303658013899e-26
cg16049391	7.46216686127221e-05
cg16052317	3.73986629944181e-20
cg16057401	8.24779911560393e-37
cg16086130	1.37480090925982e-32
cg16086620	1.10482613326145e-43
cg16100120	6.51100942585023e-33
cg16100355	1.11203995676468e-05
cg16100845	7.53252046393706e-31
cg16101346	1.45246806563851e-28
cg16104371	7.87030430424046e-18
cg16104384	1.50644547618412e-25
cg16126280	1.03011124094485e-63
cg16133088	2.56611634800234e-06
cg16135695	4.30057289636597e-08
cg16135989	1.37592532751024e-09
cg16150752	1.40037946214965e-28
cg16166796	8.57712982794595e-39
cg16167741	2.7457214728924e-18
cg16168014	4.88729229847807e-12
cg16171281	7.68419779332937e-25
cg16171526	2.51247444029046e-32
cg16192707	3.82906568703036e-32
cg16201674	1.08318783865112e-78
cg16206460	7.46075180718503e-66
cg16207110	5.71061479273036e-28
cg16208084	5.14669867883794e-09
cg16215203	1.06911086699352e-77
cg16234978	7.9666563027364e-48
cg16236270	1.54838817483953e-07
cg16238815	2.4824155667328e-50
cg16238993	6.94144964442853e-08
cg16239482	7.6020422627465e-45
cg16251079	1.41416598168149e-60
cg16252110	1.2724154735359e-29
cg16258657	3.57502996044301e-64
cg16260298	7.22765554042989e-101
cg16262614	1.71545586612974e-62
cg16277214	1.50370319263086e-64
cg16281276	4.23700837937783e-37
cg16282892	0.000115246753249498
cg16283362	7.67324570050595e-42
cg16288089	1.22860644603452e-40
cg16288318	5.6361386168992e-09
cg16295725	1.08130409463622e-36
cg16298867	5.87917983570858e-11
cg16300021	7.45527730347691e-45
cg16301599	3.92021479843399e-05
cg16303129	4.92585566032567e-69
cg16304215	2.14795178993531e-34
cg16306898	1.369951635624e-33
cg16307866	1.01254686646936e-08
cg16313485	3.11154670430576e-25
cg16316162	0.442765876168042
cg16317273	1.02737049464447e-39
cg16319142	1.63968836765302e-86
cg16322121	2.55363499836232e-14
cg16324633	2.38369773519958e-29
cg16325777	6.37766122201529e-57
cg16328106	9.68275480212915e-20
cg16329197	5.28541209731198e-15
cg16332610	2.96595114350966e-25
cg16335762	1.11682937185784e-14
cg16337087	1.79567835179253e-26
cg16337185	8.29785089844627e-16
cg16348470	8.26554872908009e-42
cg16363238	2.50934339092792e-88
cg16364121	1.24709645193682e-66
cg16373000	1.71142776523098e-92
cg16375290	2.55662474665058e-33
cg16387532	2.8949032466878e-21
cg16389901	3.78278912557901e-13
cg16399136	1.14980019419383e-41
cg16404371	5.51032212418833e-51
cg16405026	2.1481740068769e-49
cg16419441	4.1065049933387e-35
cg16423285	0.00176286426800194
cg16426714	8.55347158435559e-51
cg16434657	2.78613895964289e-22
cg16436210	3.95024163984584e-26
cg16448058	3.06380021165908e-30
cg16450097	1.55965399607482e-40
cg16453474	9.88311665362112e-13
cg16458866	9.15591119357221e-12
cg16476975	8.06997416684518e-51
cg16489610	1.8161910943415e-24
cg16493071	0.00495982096416188
cg16504626	4.5360452728773e-43
cg16508600	6.37542484431676e-49
cg16520191	6.54043092671447e-70
cg16522250	7.56170760794343e-22
cg16522370	8.15757669944442e-08
cg16525277	1.39338634560951e-10
cg16528511	1.69682575711304e-70
cg16529477	1.05686836981116e-57
cg16530382	6.54425224421332e-11
cg16539721	6.62994080487178e-28
cg16543094	1.31468678629652e-48
cg16549308	1.62923873706489e-68
cg16551732	2.14627781941622e-08
cg16560389	1.64760194162313e-14
cg16561893	3.67926563728622e-59
cg16562730	7.35071631566945e-79
cg16566400	4.49909425576474e-35
cg16573782	5.19388321770913e-16
cg16580499	1.45346352362131e-49
cg16585972	1.11213891934199e-13
cg16587616	1.92046111743088e-26
cg16589705	1.65983262493077e-18
cg16592832	2.51598340321914e-32
cg16596604	3.23283041473448e-59
cg16601494	1.09782470871357e-32
cg16604243	1.61129282103461e-17
cg16610086	1.56947302833049e-58
cg16614613	1.28822453595797e-08
cg16615829	1.09571143267392e-37
cg16620382	1.88646194282959e-55
cg16623734	4.38004931573808e-11
cg16626194	7.81649997624622e-56
cg16640855	6.89284159341692e-58
cg16642284	1.95009650671627e-15
cg16647921	3.3647941167388e-21
cg16651537	3.4574128330013e-21
cg16656979	3.96837962735551e-42
cg16657538	2.67353219485588e-09
cg16658609	2.02609294379919e-63
cg16664405	1.32853229732091e-42
cg16665866	1.84887047234702e-20
cg16670554	4.7905818535562e-55
cg16672562	1.88705759387819e-81
cg16683160	1.09340509761666e-62
cg16689761	7.54088139050116e-54
cg16702815	6.97111077225314e-102
cg16703956	3.5511440026658e-51
cg16707405	3.12873981746584e-53
cg16709294	4.91693874311243e-12
cg16717546	4.29875041593689e-52
cg16719517	1.07789413810481e-21
cg16725050	1.07320972645363e-28
cg16727201	1.4240282319593e-53
cg16729415	8.12404154399989e-53
cg16732616	6.25928933404099e-40
cg16734433	1.31385098190615e-79
cg16737517	6.33439888487536e-26
cg16746221	6.81200935169253e-49
cg16755500	9.40397801305848e-65
cg16765600	2.96265511919814e-08
cg16769152	1.04300398125285e-10
cg16781205	2.31212052083615e-41
cg16781264	1.29555846774342e-20
cg16781647	1.13226863453209e-62
cg16783478	0.0916824921435173
cg16786640	1.73103895900953e-15
cg16793394	8.54437961515541e-37
cg16796151	0.000948142607461026
cg16801887	1.60765486116043e-45
cg16807089	3.37151022033261e-22
cg16814680	0.00264322301162887
cg16820615	6.67589239328916e-45
cg16836311	1.65841964079807e-51
cg16845394	2.06708085430473e-68
cg16857858	3.45777705624606e-60
cg16861031	2.3574357987014e-73
cg16862295	2.31509211256521e-73
cg16865446	1.45525159699115e-32
cg16881064	2.41196128451599e-59
cg16890428	7.77819586283381e-55
cg16896847	5.72314018645881e-62
cg16905265	2.04107356595691e-12
cg16908860	6.09671366146569e-63
cg16909408	2.32401426026472e-24
cg16917193	3.30311768665833e-26
cg16924010	6.06507556233805e-49
cg16924337	1.32890139843092e-76
cg16924616	4.59760518030137e-49
cg16929427	0.000243171315851823
cg16937268	1.38195640284797e-27
cg16937902	1.83949416452911e-17
cg16953297	1.2510987552763e-33
cg16963144	1.13000113884852e-44
cg16964348	5.19779154839171e-56
cg16965605	2.36969764978646e-09
cg16966962	5.72144782815888e-35
cg16967003	1.45117429763473e-36
cg16969368	2.05868489672739e-38
cg16970232	5.99329855296632e-25
cg16987305	8.32842210527604e-74
cg16987900	6.93592130093587e-17
cg16998656	1.4595623401993e-43
cg16999254	4.23521286194372e-48
cg17008486	3.65962779387757e-14
cg17009297	9.81740044680503e-46
cg17029019	3.59550048306287e-67
cg17030173	8.9048819520218e-36
cg17033333	2.17326372521144e-08
cg17034390	2.54121910117112e-43
cg17037963	1.2778626630178e-46
cg17041511	5.77197273825419e-102
cg17059658	5.52775327907446e-73
cg17064051	7.06547943240465e-34
cg17080335	5.90527201750611e-35
cg17090954	7.19697798992862e-11
cg17093995	3.93354548345788e-73
cg17095936	5.64166517757272e-72
cg17101450	1.7328806688286e-71
cg17121747	4.12411754841489e-07
cg17133668	1.11143309085219e-34
cg17134153	8.01675915888428e-19
cg17151621	3.81058578125691e-41
cg17161250	1.62598386934905e-29
cg17164063	1.25370764367302e-41
cg17165836	3.60313835782038e-53
cg17171215	4.32207666947775e-43
cg17172308	4.62227761797472e-19
cg17187762	3.66605908887808e-07
cg17191462	2.62810452907603e-27
cg17201135	6.84765369672538e-16
cg17202313	1.54112450415237e-45
cg17203063	5.09914416750383e-43
cg17211761	7.37038737350339e-13
cg17214381	1.1093865406765e-37
cg17218813	1.59653290739305e-18
cg17219660	1.39158431605129e-67
cg17220278	5.29787302166536e-11
cg17228900	6.15439754964428e-55
cg17231999	6.31072285896406e-42
cg17239057	8.25737018850188e-34
cg17239236	1.31669210498876e-42
cg17242351	1.78478052749458e-18
cg17242608	1.73669088392863e-47
cg17259183	3.95084979265575e-56
cg17264670	3.47944278103253e-79
cg17265829	2.42389489578527e-33
cg17269633	8.01721849302421e-42
cg17269733	6.28221677944869e-46
cg17271974	1.2635417813428e-31
cg17276590	1.78399375472012e-67
cg17277001	5.32611788057171e-05
cg17282592	5.24269012121664e-16
cg17289451	2.33905786140125e-08
cg17290701	7.86448607110326e-58
cg17294865	0.0405691146607063
cg17297071	4.79645526150627e-29
cg17302155	1.03302955353178e-57
cg17331296	9.10864069383194e-64
cg17356733	1.12559203464378e-35
cg17357285	6.62568706952581e-35
cg17360233	3.32842463071281e-08
cg17364114	7.53599009157967e-56
cg17371081	8.19243118255828e-35
cg17373442	3.60676211375358e-92
cg17375249	8.12055152603357e-71
cg17380661	7.99803296387912e-79
cg17386710	1.65173462238789e-26
cg17387069	8.90367908952597e-08
cg17390350	1.62994424636658e-16
cg17395064	4.23774854899908e-48
cg17399362	2.03269103820032e-45
cg17401179	8.34196818738032e-39
cg17402060	6.90997036896887e-36
cg17412886	9.70982399433788e-49
cg17415451	7.18013704639804e-53
cg17429075	3.39925773449902e-07
cg17431280	7.69760373935806e-05
cg17431401	3.47122042766098e-78
cg17437939	2.47835661136217e-49
cg17446896	1.1968199678871e-35
cg17453780	1.03262260335422e-46
cg17457986	1.80527704464434e-34
cg17463633	1.11702358106756e-60
cg17480646	8.9136913041311e-27
cg17482033	1.36042205943594e-30
cg17495912	1.03327787380231e-41
cg17496421	0.200448121007398
cg17497608	7.0768110895828e-36
cg17498296	1.5926752422818e-45
cg17503456	1.05310670541951e-32
cg17504591	1.11628719275028e-13
cg17508991	1.58691453735621e-41
cg17509039	1.51900348983759e-28
cg17518842	2.14011759816383e-84
cg17520909	3.98271741078461e-16
cg17526573	1.28228725924951e-56
cg17535691	4.34449077198445e-29
cg17538572	6.21903906067255e-49
cg17553149	2.75655076420392e-21
cg17567560	4.25138890505723e-90
cg17569842	1.3943230133989e-44
cg17573720	8.76195957395422e-26
cg17588266	1.18415763735071e-22
cg17589883	1.42679020001999e-35
cg17610929	8.52458775312932e-08
cg17628556	5.40317003003274e-11
cg17641904	8.59872351645324e-36
cg17642369	3.30738018500545e-06
cg17648080	7.60701373438236e-27
cg17648210	3.12805618291408e-45
cg17649385	2.46109338148786e-48
cg17651959	3.37696647898103e-27
cg17652435	1.87136726181039e-71
cg17657322	1.48800238858494e-10
cg17665357	8.05221327218242e-13
cg17688525	3.88754838722711e-39
cg17695831	8.66020963339891e-24
cg17712694	2.05570433616062e-29
cg17721710	6.87651832864225e-79
cg17735539	3.79818502922839e-13
cg17736443	7.63962295712821e-24
cg17737967	3.40947594349798e-14
cg17755964	2.44622050521826e-40
cg17757602	3.52567793234774e-57
cg17759274	5.14393190043918e-21
cg17760405	2.41405305387514e-39
cg17771031	4.49840163785094e-20
cg17778888	3.53045532860484e-11
cg17787134	2.88566886944474e-59
cg17794299	2.00033958487223e-08
cg17805202	1.53524277265497e-42
cg17807172	4.88208833967959e-46
cg17810609	1.00422993501521e-07
cg17812788	1.99004965904803e-60
cg17816394	1.53998769979029e-73
cg17823751	5.33478274054183e-47
cg17833071	1.60011627511798e-11
cg17838026	1.20275828249522e-18
cg17840719	6.9385535945286e-78
cg17842821	3.1275779805079e-10
cg17852588	2.11031770415827e-31
cg17861455	2.00727636536578e-29
cg17861863	5.666990636473e-46
cg17870484	4.6783611636334e-08
cg17872757	1.70812353862446e-50
cg17881007	1.74001185217733e-56
cg17882374	9.70094558824884e-25
cg17911788	1.90198491101269e-26
cg17919004	8.52204058464102e-27
cg17920646	3.23976251824487e-07
cg17926950	3.01319546322499e-37
cg17928147	1.87454417442196e-77
cg17933583	1.01938290187359e-38
cg17934824	8.83119796893996e-35
cg17935217	1.07539064731502e-36
cg17939040	1.19944631675617e-92
cg17945789	1.54445341393389e-33
cg17949969	2.418931516289e-42
cg17951713	1.9985865158721e-67
cg17951878	2.57766269022635e-39
